#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
TISSUES	BTO:0001489	Whole body	40	12619	0.16	0.00068	9606.ENSP00000222673,9606.ENSP00000225388,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000307280,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000327070,9606.ENSP00000340329,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000356969,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000360939,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389649,9606.ENSP00000391249,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897,9606.ENSP00000480359	OGDH,NUFIP2,CTSD,LRP1,PHPT1,TRIM28,RPL8,NONO,ACAA2,AP2M1,COL3A1,SYNPO2,YWHAG,MYL1,GLS,TALDO1,MDH2,CAPRIN1,RPS26,SFPQ,XRCC6,MAP4,APOA2,COPA,TPM3,CMPK1,RPL10A,RPL11,UCHL3,CKAP4,TMSB4X,XRCC5,NUCB1,ATP5J,SEPT9,TAGLN,SOD2,PRKCSH,CIRBP,PDLIM5
TISSUES	BTO:0001374	Thymus	6	252	1.03	0.00086	9606.ENSP00000276079,9606.ENSP00000352257,9606.ENSP00000370010,9606.ENSP00000391249,9606.ENSP00000466134,9606.ENSP00000466897	NONO,XRCC6,TMSB4X,SEPT9,PRKCSH,CIRBP
TISSUES	BTO:0001629	Left ventricle	4	74	1.39	0.0011	9606.ENSP00000222673,9606.ENSP00000285093,9606.ENSP00000327070,9606.ENSP00000357516	OGDH,ACAA2,MDH2,TPM3
TISSUES	BTO:0000254	Female reproductive gland	17	2783	0.44	0.0017	9606.ENSP00000222673,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000292807,9606.ENSP00000321259,9606.ENSP00000340329,9606.ENSP00000352257,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000363018,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000391249,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000466134	OGDH,TRIM28,RPL8,NONO,AP2M1,TALDO1,CAPRIN1,XRCC6,COPA,TPM3,RPL10A,TMSB4X,XRCC5,SEPT9,TAGLN,SOD2,PRKCSH
TISSUES	BTO:0001424	Uterus	10	1020	0.65	0.0024	9606.ENSP00000253024,9606.ENSP00000276079,9606.ENSP00000304408,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000363018,9606.ENSP00000375978,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000466897	TRIM28,NONO,COL3A1,COPA,TPM3,RPL10A,XRCC5,TAGLN,SOD2,CIRBP
TISSUES	BTO:0000042	Animal	42	14895	0.11	0.0045	9606.ENSP00000222673,9606.ENSP00000225388,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000253024,9606.ENSP00000261978,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000307280,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000327070,9606.ENSP00000340329,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000356969,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000360939,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389649,9606.ENSP00000391249,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897,9606.ENSP00000480359	OGDH,NUFIP2,CTSD,LRP1,PHPT1,NEDD8,TRIM28,LTBP2,RPL8,NONO,ACAA2,AP2M1,COL3A1,SYNPO2,YWHAG,MYL1,GLS,TALDO1,MDH2,CAPRIN1,RPS26,SFPQ,XRCC6,MAP4,APOA2,COPA,TPM3,CMPK1,RPL10A,RPL11,UCHL3,CKAP4,TMSB4X,XRCC5,NUCB1,ATP5J,SEPT9,TAGLN,SOD2,PRKCSH,CIRBP,PDLIM5
TISSUES	BTO:0001493	Trunk	9	927	0.65	0.0059	9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000292807,9606.ENSP00000352257,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000391249,9606.ENSP00000466134,9606.ENSP00000466897	RPL8,NONO,AP2M1,XRCC6,TMSB4X,XRCC5,SEPT9,PRKCSH,CIRBP
TISSUES	BTO:0001078	Placenta	10	1176	0.59	0.0068	9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000352257,9606.ENSP00000385923,9606.ENSP00000466897,9606.ENSP00000480359	CTSD,LRP1,RPL8,NONO,AP2M1,COL3A1,XRCC6,NUCB1,CIRBP,PDLIM5
TISSUES	BTO:0000131	Blood plasma	6	391	0.84	0.0074	9606.ENSP00000236671,9606.ENSP00000306330,9606.ENSP00000353375,9606.ENSP00000357516,9606.ENSP00000466134,9606.ENSP00000480359	CTSD,YWHAG,MAP4,TPM3,PRKCSH,PDLIM5
TISSUES	BTO:0000988	Pancreas	7	568	0.75	0.0079	9606.ENSP00000236671,9606.ENSP00000262584,9606.ENSP00000304408,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000367265,9606.ENSP00000370010	CTSD,RPL8,COL3A1,RPL10A,RPL11,CKAP4,TMSB4X
TISSUES	BTO:0001085	Vascular system	6	398	0.84	0.0079	9606.ENSP00000276079,9606.ENSP00000306330,9606.ENSP00000352257,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000432282	NONO,YWHAG,XRCC6,TMSB4X,XRCC5,TAGLN
TISSUES	BTO:0001363	Testis	12	1756	0.49	0.0097	9606.ENSP00000222673,9606.ENSP00000276079,9606.ENSP00000292807,9606.ENSP00000340329,9606.ENSP00000352257,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000391249,9606.ENSP00000446252,9606.ENSP00000466134	OGDH,NONO,AP2M1,CAPRIN1,XRCC6,COPA,TPM3,TMSB4X,XRCC5,SEPT9,SOD2,PRKCSH
TISSUES	BTO:0001702	Left atrium	3	61	1.35	0.0116	9606.ENSP00000327070,9606.ENSP00000357516,9606.ENSP00000432282	MDH2,TPM3,TAGLN
TISSUES	BTO:0000150	Breast cancer cell	4	165	1.04	0.0155	9606.ENSP00000222673,9606.ENSP00000276079,9606.ENSP00000357516,9606.ENSP00000446252	OGDH,NONO,TPM3,SOD2
TISSUES	BTO:0001593	Osteoblast	2	15	1.78	0.0189	9606.ENSP00000352257,9606.ENSP00000375978	XRCC6,XRCC5
TISSUES	BTO:0000132	Blood platelet	5	337	0.83	0.0257	9606.ENSP00000236671,9606.ENSP00000306330,9606.ENSP00000353375,9606.ENSP00000466134,9606.ENSP00000480359	CTSD,YWHAG,MAP4,PRKCSH,PDLIM5
TISSUES	BTO:0000671	Kidney	8	941	0.59	0.0270	9606.ENSP00000236671,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000292807,9606.ENSP00000327070,9606.ENSP00000352257,9606.ENSP00000357516,9606.ENSP00000389649	CTSD,RPL8,NONO,AP2M1,MDH2,XRCC6,TPM3,ATP5J
TISSUES	BTO:0000604	Adenocarcinoma cell	6	524	0.72	0.0278	9606.ENSP00000222673,9606.ENSP00000276079,9606.ENSP00000306330,9606.ENSP00000353375,9606.ENSP00000357516,9606.ENSP00000446252	OGDH,NONO,YWHAG,MAP4,TPM3,SOD2
TISSUES	BTO:0001369	Vertebrate muscular system	7	725	0.64	0.0278	9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000307280,9606.ENSP00000349748,9606.ENSP00000356969,9606.ENSP00000357516,9606.ENSP00000432282	SYNPO2,YWHAG,MYL1,SFPQ,APOA2,TPM3,TAGLN
TISSUES	BTO:0001431	Vascular smooth muscle	2	22	1.62	0.0347	9606.ENSP00000306330,9606.ENSP00000432282	YWHAG,TAGLN
TISSUES	BTO:0000648	Intestine	9	1249	0.52	0.0377	9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000340329,9606.ENSP00000352257,9606.ENSP00000360939,9606.ENSP00000363018,9606.ENSP00000370010,9606.ENSP00000432282,9606.ENSP00000446252	RPL8,NONO,CAPRIN1,XRCC6,CMPK1,RPL10A,TMSB4X,TAGLN,SOD2
COMPARTMENTS	GOCC:0042788	Polysomal ribosome	5	28	1.91	2.09e-05	9606.ENSP00000225388,9606.ENSP00000262584,9606.ENSP00000348849,9606.ENSP00000363018,9606.ENSP00000363676	NUFIP2,RPL8,RPS26,RPL10A,RPL11
COMPARTMENTS	GOCC:0005622	Intracellular	41	11202	0.22	2.22e-05	9606.ENSP00000222673,9606.ENSP00000225388,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000307280,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000327070,9606.ENSP00000340329,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000360939,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389631,9606.ENSP00000389649,9606.ENSP00000391249,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897,9606.ENSP00000480359	OGDH,NUFIP2,CTSD,LRP1,PHPT1,NEDD8,TRIM28,RPL8,NONO,ACAA2,AP2M1,COL3A1,SYNPO2,YWHAG,MYL1,GLS,TALDO1,MDH2,CAPRIN1,RPS26,SFPQ,XRCC6,MAP4,COPA,TPM3,CMPK1,RPL10A,RPL11,UCHL3,CKAP4,TMSB4X,XRCC5,NUCB1,ARPC1B,ATP5J,SEPT9,TAGLN,SOD2,PRKCSH,CIRBP,PDLIM5
COMPARTMENTS	GOCC:0005737	Cytoplasm	35	7871	0.31	2.22e-05	9606.ENSP00000222673,9606.ENSP00000225388,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000262584,9606.ENSP00000285093,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000307280,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000327070,9606.ENSP00000340329,9606.ENSP00000348849,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000385923,9606.ENSP00000389649,9606.ENSP00000391249,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897,9606.ENSP00000480359	OGDH,NUFIP2,CTSD,LRP1,PHPT1,NEDD8,RPL8,ACAA2,AP2M1,COL3A1,SYNPO2,YWHAG,MYL1,GLS,TALDO1,MDH2,CAPRIN1,RPS26,XRCC6,MAP4,COPA,TPM3,RPL10A,RPL11,UCHL3,CKAP4,TMSB4X,NUCB1,ATP5J,SEPT9,TAGLN,SOD2,PRKCSH,CIRBP,PDLIM5
COMPARTMENTS	GOCC:0043226	Organelle	39	9848	0.26	2.22e-05	9606.ENSP00000222673,9606.ENSP00000225388,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000250495,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000307280,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000327070,9606.ENSP00000340329,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000360939,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389631,9606.ENSP00000389649,9606.ENSP00000391249,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897,9606.ENSP00000480359	OGDH,NUFIP2,CTSD,LRP1,NEDD8,TRIM28,RPL8,NONO,ACAA2,AP2M1,COL3A1,SYNPO2,YWHAG,MYL1,GLS,TALDO1,MDH2,CAPRIN1,RPS26,SFPQ,XRCC6,MAP4,COPA,TPM3,CMPK1,RPL10A,RPL11,UCHL3,CKAP4,TMSB4X,XRCC5,NUCB1,ARPC1B,ATP5J,SEPT9,SOD2,PRKCSH,CIRBP,PDLIM5
COMPARTMENTS	GOCC:0043229	Intracellular organelle	38	9242	0.27	2.22e-05	9606.ENSP00000222673,9606.ENSP00000225388,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000250495,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000306015,9606.ENSP00000307280,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000327070,9606.ENSP00000340329,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000360939,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389631,9606.ENSP00000389649,9606.ENSP00000391249,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897,9606.ENSP00000480359	OGDH,NUFIP2,CTSD,LRP1,NEDD8,TRIM28,RPL8,NONO,ACAA2,AP2M1,COL3A1,SYNPO2,MYL1,GLS,TALDO1,MDH2,CAPRIN1,RPS26,SFPQ,XRCC6,MAP4,COPA,TPM3,CMPK1,RPL10A,RPL11,UCHL3,CKAP4,TMSB4X,XRCC5,NUCB1,ARPC1B,ATP5J,SEPT9,SOD2,PRKCSH,CIRBP,PDLIM5
COMPARTMENTS	GOCC:0110165	Cellular anatomical entity	43	13853	0.15	0.00012	9606.ENSP00000222673,9606.ENSP00000225388,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000253024,9606.ENSP00000261978,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000307280,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000327070,9606.ENSP00000340329,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000356969,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000360939,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389631,9606.ENSP00000389649,9606.ENSP00000391249,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897,9606.ENSP00000480359	OGDH,NUFIP2,CTSD,LRP1,PHPT1,NEDD8,TRIM28,LTBP2,RPL8,NONO,ACAA2,AP2M1,COL3A1,SYNPO2,YWHAG,MYL1,GLS,TALDO1,MDH2,CAPRIN1,RPS26,SFPQ,XRCC6,MAP4,APOA2,COPA,TPM3,CMPK1,RPL10A,RPL11,UCHL3,CKAP4,TMSB4X,XRCC5,NUCB1,ARPC1B,ATP5J,SEPT9,TAGLN,SOD2,PRKCSH,CIRBP,PDLIM5
COMPARTMENTS	GOCC:0099080	Supramolecular complex	11	769	0.81	0.00019	9606.ENSP00000225388,9606.ENSP00000304408,9606.ENSP00000306015,9606.ENSP00000307280,9606.ENSP00000340329,9606.ENSP00000353375,9606.ENSP00000357516,9606.ENSP00000367265,9606.ENSP00000391249,9606.ENSP00000466897,9606.ENSP00000480359	NUFIP2,COL3A1,SYNPO2,MYL1,CAPRIN1,MAP4,TPM3,CKAP4,SEPT9,CIRBP,PDLIM5
COMPARTMENTS	GOCC:0005829	Cytosol	20	2919	0.49	0.00023	9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000262584,9606.ENSP00000292807,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000307280,9606.ENSP00000321259,9606.ENSP00000340329,9606.ENSP00000348849,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000480359	PHPT1,NEDD8,RPL8,AP2M1,SYNPO2,YWHAG,MYL1,TALDO1,CAPRIN1,RPS26,XRCC6,MAP4,COPA,TPM3,RPL10A,RPL11,UCHL3,CKAP4,TMSB4X,PDLIM5
COMPARTMENTS	GOCC:0043232	Intracellular non-membrane-bounded organelle	20	3196	0.45	0.00088	9606.ENSP00000225388,9606.ENSP00000262584,9606.ENSP00000276079,9606.ENSP00000306015,9606.ENSP00000307280,9606.ENSP00000340329,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000357516,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000389631,9606.ENSP00000391249,9606.ENSP00000466897,9606.ENSP00000480359	NUFIP2,RPL8,NONO,SYNPO2,MYL1,CAPRIN1,RPS26,SFPQ,XRCC6,MAP4,TPM3,RPL10A,RPL11,CKAP4,TMSB4X,XRCC5,ARPC1B,SEPT9,CIRBP,PDLIM5
COMPARTMENTS	GOCC:0032991	Protein-containing complex	25	5142	0.34	0.0020	9606.ENSP00000222673,9606.ENSP00000225388,9606.ENSP00000243077,9606.ENSP00000250495,9606.ENSP00000253024,9606.ENSP00000262584,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000307280,9606.ENSP00000317379,9606.ENSP00000348849,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000356969,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000375978,9606.ENSP00000389631,9606.ENSP00000389649,9606.ENSP00000391249,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000480359	OGDH,NUFIP2,LRP1,NEDD8,TRIM28,RPL8,AP2M1,COL3A1,MYL1,GLS,RPS26,XRCC6,MAP4,APOA2,COPA,TPM3,RPL10A,RPL11,XRCC5,ARPC1B,ATP5J,SEPT9,SOD2,PRKCSH,PDLIM5
COMPARTMENTS	GOCC:0070013	Intracellular organelle lumen	18	2812	0.46	0.0020	9606.ENSP00000222673,9606.ENSP00000236671,9606.ENSP00000253024,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000304408,9606.ENSP00000317379,9606.ENSP00000327070,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000363676,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000446252,9606.ENSP00000466134	OGDH,CTSD,TRIM28,NONO,ACAA2,COL3A1,GLS,MDH2,RPS26,SFPQ,XRCC6,RPL11,CKAP4,TMSB4X,XRCC5,NUCB1,SOD2,PRKCSH
COMPARTMENTS	GOCC:0043564	Ku70:Ku80 complex	2	2	2.66	0.0041	9606.ENSP00000352257,9606.ENSP00000375978	XRCC6,XRCC5
COMPARTMENTS	GOCC:0022626	Cytosolic ribosome	4	88	1.32	0.0066	9606.ENSP00000262584,9606.ENSP00000348849,9606.ENSP00000363018,9606.ENSP00000363676	RPL8,RPS26,RPL10A,RPL11
COMPARTMENTS	GOCC:0001725	Stress fiber	3	36	1.58	0.0103	9606.ENSP00000306015,9606.ENSP00000357516,9606.ENSP00000391249	SYNPO2,TPM3,SEPT9
COMPARTMENTS	GOCC:0099512	Supramolecular fiber	7	490	0.81	0.0104	9606.ENSP00000304408,9606.ENSP00000306015,9606.ENSP00000307280,9606.ENSP00000353375,9606.ENSP00000357516,9606.ENSP00000391249,9606.ENSP00000480359	COL3A1,SYNPO2,MYL1,MAP4,TPM3,SEPT9,PDLIM5
COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle	29	7476	0.25	0.0105	9606.ENSP00000222673,9606.ENSP00000225388,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000250495,9606.ENSP00000253024,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000327070,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000357048,9606.ENSP00000360939,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389649,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897	OGDH,NUFIP2,CTSD,LRP1,NEDD8,TRIM28,NONO,ACAA2,AP2M1,COL3A1,GLS,TALDO1,MDH2,RPS26,SFPQ,XRCC6,COPA,CMPK1,RPL10A,RPL11,UCHL3,CKAP4,TMSB4X,XRCC5,NUCB1,ATP5J,SOD2,PRKCSH,CIRBP
COMPARTMENTS	GOCC:0015629	Actin cytoskeleton	6	355	0.89	0.0123	9606.ENSP00000306015,9606.ENSP00000307280,9606.ENSP00000357516,9606.ENSP00000389631,9606.ENSP00000391249,9606.ENSP00000480359	SYNPO2,MYL1,TPM3,ARPC1B,SEPT9,PDLIM5
COMPARTMENTS	GOCC:0032807	DNA ligase IV complex	2	6	2.18	0.0123	9606.ENSP00000352257,9606.ENSP00000375978	XRCC6,XRCC5
COMPARTMENTS	GOCC:0042382	Paraspeckles	2	6	2.18	0.0123	9606.ENSP00000276079,9606.ENSP00000349748	NONO,SFPQ
COMPARTMENTS	GOCC:0030017	Sarcomere	4	120	1.18	0.0124	9606.ENSP00000306015,9606.ENSP00000307280,9606.ENSP00000357516,9606.ENSP00000480359	SYNPO2,MYL1,TPM3,PDLIM5
COMPARTMENTS	GOCC:0070418	DNA-dependent protein kinase complex	2	8	2.06	0.0161	9606.ENSP00000352257,9606.ENSP00000375978	XRCC6,XRCC5
COMPARTMENTS	GOCC:0022625	Cytosolic large ribosomal subunit	3	51	1.43	0.0168	9606.ENSP00000262584,9606.ENSP00000363018,9606.ENSP00000363676	RPL8,RPL10A,RPL11
COMPARTMENTS	GOCC:0010494	Cytoplasmic stress granule	3	59	1.36	0.0231	9606.ENSP00000225388,9606.ENSP00000340329,9606.ENSP00000466897	NUFIP2,CAPRIN1,CIRBP
COMPARTMENTS	GOCC:0005788	Endoplasmic reticulum lumen	4	150	1.08	0.0235	9606.ENSP00000304408,9606.ENSP00000367265,9606.ENSP00000385923,9606.ENSP00000466134	COL3A1,CKAP4,NUCB1,PRKCSH
COMPARTMENTS	GOCC:0005884	Actin filament	3	63	1.34	0.0262	9606.ENSP00000357516,9606.ENSP00000391249,9606.ENSP00000480359	TPM3,SEPT9,PDLIM5
COMPARTMENTS	GOCC:0000783	Nuclear telomere cap complex	2	13	1.85	0.0302	9606.ENSP00000352257,9606.ENSP00000375978	XRCC6,XRCC5
COMPARTMENTS	GOCC:0044391	Ribosomal subunit	4	166	1.04	0.0302	9606.ENSP00000262584,9606.ENSP00000348849,9606.ENSP00000363018,9606.ENSP00000363676	RPL8,RPS26,RPL10A,RPL11
COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle	30	8685	0.2	0.0391	9606.ENSP00000222673,9606.ENSP00000225388,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000250495,9606.ENSP00000253024,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000292807,9606.ENSP00000304408,9606.ENSP00000306330,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000327070,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000357048,9606.ENSP00000360939,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389649,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897	OGDH,NUFIP2,CTSD,LRP1,NEDD8,TRIM28,NONO,ACAA2,AP2M1,COL3A1,YWHAG,GLS,TALDO1,MDH2,RPS26,SFPQ,XRCC6,COPA,CMPK1,RPL10A,RPL11,UCHL3,CKAP4,TMSB4X,XRCC5,NUCB1,ATP5J,SOD2,PRKCSH,CIRBP
COMPARTMENTS	GOCC:0070419	Nonhomologous end joining complex	2	16	1.75	0.0391	9606.ENSP00000352257,9606.ENSP00000375978	XRCC6,XRCC5
UniProt Keywords	KW-0007	Acetylation	27	3341	0.57	2.05e-08	9606.ENSP00000222673,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000253024,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000306330,9606.ENSP00000307280,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000327070,9606.ENSP00000340329,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000357516,9606.ENSP00000360939,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000389649,9606.ENSP00000391249,9606.ENSP00000432282,9606.ENSP00000446252	OGDH,LRP1,PHPT1,NEDD8,TRIM28,NONO,ACAA2,YWHAG,MYL1,GLS,TALDO1,MDH2,CAPRIN1,SFPQ,XRCC6,MAP4,TPM3,CMPK1,RPL10A,RPL11,CKAP4,TMSB4X,XRCC5,ATP5J,SEPT9,TAGLN,SOD2
