#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO Function	GO:0005488	Binding	65	12516	0.15	0.00058	9606.ENSP00000215793,9606.ENSP00000222673,9606.ENSP00000223095,9606.ENSP00000223136,9606.ENSP00000225388,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000261973,9606.ENSP00000262027,9606.ENSP00000262584,9606.ENSP00000264954,9606.ENSP00000265069,9606.ENSP00000273398,9606.ENSP00000276079,9606.ENSP00000276390,9606.ENSP00000285093,9606.ENSP00000295927,9606.ENSP00000298510,9606.ENSP00000303057,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000307280,9606.ENSP00000310226,9606.ENSP00000321259,9606.ENSP00000325905,9606.ENSP00000327070,9606.ENSP00000340329,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000348886,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000354826,9606.ENSP00000355217,9606.ENSP00000356969,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000357705,9606.ENSP00000357836,9606.ENSP00000360473,9606.ENSP00000360939,9606.ENSP00000362271,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389631,9606.ENSP00000389649,9606.ENSP00000391249,9606.ENSP00000407375,9606.ENSP00000426119,9606.ENSP00000428085,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897,9606.ENSP00000480359	SF3A1,OGDH,SERPINE1,FIS1,NUFIP2,LRP1,PHPT1,NEDD8,RPS16,TRIM28,RBM25,MARS,RPL8,GRPEL1,ZFR,ATP6V1A,NONO,ATP6V1B2,ACAA2,PTX3,PRDX3,PPIC,SYNPO2,YWHAG,MYL1,RAB1B,TALDO1,SRSF7,MDH2,CAPRIN1,CTNNB1,RPS26,STOML2,SFPQ,XRCC6,MAP4,CALD1,SNX6,APOA2,COPA,TPM3,S100A4,SNX27,PFDN4,CMPK1,AK1,RPL10A,RPL11,BAG6,UCHL3,CKAP4,TMSB4X,XRCC5,NUCB1,ARPC1B,ATP5J,SEPT9,GPX1,CRIP2,RPL30,TAGLN,SOD2,PRKCSH,CIRBP,PDLIM5
GO Function	GO:0003735	Structural constituent of ribosome	6	159	1.01	0.0342	9606.ENSP00000251453,9606.ENSP00000262584,9606.ENSP00000348849,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000428085	RPS16,RPL8,RPS26,RPL10A,RPL11,RPL30
GO Function	GO:0097159	Organic cyclic compound binding	38	5916	0.24	0.0460	9606.ENSP00000215793,9606.ENSP00000222673,9606.ENSP00000225388,9606.ENSP00000243077,9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000261973,9606.ENSP00000262027,9606.ENSP00000262584,9606.ENSP00000264954,9606.ENSP00000265069,9606.ENSP00000273398,9606.ENSP00000276079,9606.ENSP00000276390,9606.ENSP00000285093,9606.ENSP00000306330,9606.ENSP00000310226,9606.ENSP00000325905,9606.ENSP00000327070,9606.ENSP00000340329,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000356969,9606.ENSP00000357048,9606.ENSP00000357705,9606.ENSP00000360939,9606.ENSP00000362271,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000367265,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000391249,9606.ENSP00000428085,9606.ENSP00000466897	SF3A1,OGDH,NUFIP2,LRP1,RPS16,TRIM28,RBM25,MARS,RPL8,GRPEL1,ZFR,ATP6V1A,NONO,ATP6V1B2,ACAA2,YWHAG,RAB1B,SRSF7,MDH2,CAPRIN1,RPS26,SFPQ,XRCC6,MAP4,APOA2,COPA,S100A4,CMPK1,AK1,RPL10A,RPL11,CKAP4,TMSB4X,XRCC5,NUCB1,SEPT9,RPL30,CIRBP
GO Component	GO:0005737	Cytoplasm	69	11428	0.22	6.44e-10	9606.ENSP00000215071,9606.ENSP00000222673,9606.ENSP00000223095,9606.ENSP00000223136,9606.ENSP00000225388,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000251453,9606.ENSP00000261973,9606.ENSP00000262027,9606.ENSP00000262584,9606.ENSP00000264954,9606.ENSP00000265069,9606.ENSP00000273398,9606.ENSP00000276390,9606.ENSP00000285093,9606.ENSP00000295927,9606.ENSP00000298510,9606.ENSP00000303057,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000307280,9606.ENSP00000310226,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000325905,9606.ENSP00000327070,9606.ENSP00000335304,9606.ENSP00000340329,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000348886,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000354826,9606.ENSP00000355217,9606.ENSP00000356969,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000357705,9606.ENSP00000357836,9606.ENSP00000360473,9606.ENSP00000360939,9606.ENSP00000362271,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000368646,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389631,9606.ENSP00000389649,9606.ENSP00000391249,9606.ENSP00000407375,9606.ENSP00000414982,9606.ENSP00000426119,9606.ENSP00000428085,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897,9606.ENSP00000480332,9606.ENSP00000480359	PSMD8,OGDH,SERPINE1,FIS1,NUFIP2,CTSD,LRP1,PHPT1,NEDD8,RPS16,RBM25,MARS,RPL8,GRPEL1,ZFR,ATP6V1A,ATP6V1B2,ACAA2,PTX3,PRDX3,PPIC,SYNPO2,YWHAG,MYL1,RAB1B,GLS,TALDO1,SRSF7,MDH2,DLST,CAPRIN1,CTNNB1,RPS26,STOML2,SFPQ,XRCC6,MAP4,CALD1,SNX6,APOA2,COPA,TPM3,S100A4,SNX27,PFDN4,CMPK1,AK1,RPL10A,RPL11,BAG6,UCHL3,CKAP4,PRDX4,TMSB4X,XRCC5,NUCB1,ARPC1B,ATP5J,SEPT9,GPX1,KLC1,CRIP2,RPL30,TAGLN,SOD2,PRKCSH,CIRBP,TRAPPC3,PDLIM5
GO Component	GO:0070062	Extracellular exosome	31	2099	0.6	2.18e-09	9606.ENSP00000223095,9606.ENSP00000236671,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000251453,9606.ENSP00000262027,9606.ENSP00000273398,9606.ENSP00000276390,9606.ENSP00000303057,9606.ENSP00000306330,9606.ENSP00000310226,9606.ENSP00000321259,9606.ENSP00000325905,9606.ENSP00000327070,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000356969,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000357705,9606.ENSP00000360939,9606.ENSP00000362271,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000367265,9606.ENSP00000368646,9606.ENSP00000385923,9606.ENSP00000389631,9606.ENSP00000428085,9606.ENSP00000446252	SERPINE1,CTSD,PHPT1,NEDD8,RPS16,MARS,ATP6V1A,ATP6V1B2,PPIC,YWHAG,RAB1B,TALDO1,SRSF7,MDH2,CTNNB1,RPS26,APOA2,COPA,TPM3,S100A4,CMPK1,AK1,RPL10A,RPL11,BAG6,CKAP4,PRDX4,NUCB1,ARPC1B,RPL30,SOD2
GO Component	GO:0031982	Vesicle	40	3879	0.45	8.79e-09	9606.ENSP00000223095,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000251453,9606.ENSP00000262027,9606.ENSP00000273398,9606.ENSP00000276390,9606.ENSP00000295927,9606.ENSP00000298510,9606.ENSP00000303057,9606.ENSP00000306330,9606.ENSP00000310226,9606.ENSP00000321259,9606.ENSP00000325905,9606.ENSP00000327070,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000352257,9606.ENSP00000355217,9606.ENSP00000356969,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000357705,9606.ENSP00000357836,9606.ENSP00000360939,9606.ENSP00000362271,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000367265,9606.ENSP00000368646,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389631,9606.ENSP00000414982,9606.ENSP00000428085,9606.ENSP00000446252	SERPINE1,CTSD,LRP1,PHPT1,NEDD8,RPS16,MARS,ATP6V1A,ATP6V1B2,PTX3,PRDX3,PPIC,YWHAG,RAB1B,TALDO1,SRSF7,MDH2,CTNNB1,RPS26,XRCC6,SNX6,APOA2,COPA,TPM3,S100A4,SNX27,CMPK1,AK1,RPL10A,RPL11,BAG6,CKAP4,PRDX4,TMSB4X,XRCC5,NUCB1,ARPC1B,KLC1,RPL30,SOD2
GO Component	GO:0005622	Intracellular	72	14276	0.14	4.14e-08	9606.ENSP00000215071,9606.ENSP00000215793,9606.ENSP00000222673,9606.ENSP00000223095,9606.ENSP00000223136,9606.ENSP00000225388,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000261973,9606.ENSP00000262027,9606.ENSP00000262584,9606.ENSP00000264954,9606.ENSP00000265069,9606.ENSP00000273398,9606.ENSP00000276079,9606.ENSP00000276390,9606.ENSP00000285093,9606.ENSP00000295927,9606.ENSP00000298510,9606.ENSP00000303057,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000307280,9606.ENSP00000310226,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000325905,9606.ENSP00000327070,9606.ENSP00000335304,9606.ENSP00000340329,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000348886,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000354826,9606.ENSP00000355217,9606.ENSP00000356969,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000357705,9606.ENSP00000357836,9606.ENSP00000360473,9606.ENSP00000360939,9606.ENSP00000362271,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000368646,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389631,9606.ENSP00000389649,9606.ENSP00000391249,9606.ENSP00000407375,9606.ENSP00000414982,9606.ENSP00000426119,9606.ENSP00000428085,9606.ENSP00000432282,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897,9606.ENSP00000480332,9606.ENSP00000480359	PSMD8,SF3A1,OGDH,SERPINE1,FIS1,NUFIP2,CTSD,LRP1,PHPT1,NEDD8,RPS16,TRIM28,RBM25,MARS,RPL8,GRPEL1,ZFR,ATP6V1A,NONO,ATP6V1B2,ACAA2,PTX3,PRDX3,PPIC,SYNPO2,YWHAG,MYL1,RAB1B,GLS,TALDO1,SRSF7,MDH2,DLST,CAPRIN1,CTNNB1,RPS26,STOML2,SFPQ,XRCC6,MAP4,CALD1,SNX6,APOA2,COPA,TPM3,S100A4,SNX27,PFDN4,CMPK1,AK1,RPL10A,RPL11,BAG6,UCHL3,CKAP4,PRDX4,TMSB4X,XRCC5,NUCB1,ARPC1B,ATP5J,SEPT9,GPX1,KLC1,CRIP2,RPL30,TAGLN,SOD2,PRKCSH,CIRBP,TRAPPC3,PDLIM5
GO Component	GO:0005829	Cytosol	44	5193	0.36	2.04e-07	9606.ENSP00000215071,9606.ENSP00000225388,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000251453,9606.ENSP00000262027,9606.ENSP00000262584,9606.ENSP00000273398,9606.ENSP00000276390,9606.ENSP00000298510,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000307280,9606.ENSP00000310226,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000340329,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000354826,9606.ENSP00000355217,9606.ENSP00000356969,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000357836,9606.ENSP00000360473,9606.ENSP00000360939,9606.ENSP00000362271,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000368646,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000389631,9606.ENSP00000407375,9606.ENSP00000414982,9606.ENSP00000428085,9606.ENSP00000480332,9606.ENSP00000480359	PSMD8,NUFIP2,PHPT1,NEDD8,RPS16,MARS,RPL8,ATP6V1A,ATP6V1B2,PRDX3,SYNPO2,YWHAG,MYL1,RAB1B,GLS,TALDO1,CAPRIN1,CTNNB1,RPS26,XRCC6,MAP4,CALD1,SNX6,APOA2,COPA,TPM3,SNX27,PFDN4,CMPK1,AK1,RPL10A,RPL11,BAG6,UCHL3,CKAP4,PRDX4,TMSB4X,XRCC5,ARPC1B,GPX1,KLC1,RPL30,TRAPPC3,PDLIM5
GO Component	GO:0043226	Organelle	70	13515	0.15	3.28e-07	9606.ENSP00000215071,9606.ENSP00000215793,9606.ENSP00000222673,9606.ENSP00000223095,9606.ENSP00000223136,9606.ENSP00000225388,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000261973,9606.ENSP00000262027,9606.ENSP00000262584,9606.ENSP00000264954,9606.ENSP00000265069,9606.ENSP00000273398,9606.ENSP00000276079,9606.ENSP00000276390,9606.ENSP00000285093,9606.ENSP00000295927,9606.ENSP00000298510,9606.ENSP00000303057,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000307280,9606.ENSP00000310226,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000325905,9606.ENSP00000327070,9606.ENSP00000335304,9606.ENSP00000340329,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000348886,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000354826,9606.ENSP00000355217,9606.ENSP00000356969,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000357705,9606.ENSP00000357836,9606.ENSP00000360473,9606.ENSP00000360939,9606.ENSP00000362271,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000368646,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389631,9606.ENSP00000389649,9606.ENSP00000391249,9606.ENSP00000407375,9606.ENSP00000414982,9606.ENSP00000428085,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897,9606.ENSP00000480332,9606.ENSP00000480359	PSMD8,SF3A1,OGDH,SERPINE1,FIS1,NUFIP2,CTSD,LRP1,PHPT1,NEDD8,RPS16,TRIM28,RBM25,MARS,RPL8,GRPEL1,ZFR,ATP6V1A,NONO,ATP6V1B2,ACAA2,PTX3,PRDX3,PPIC,SYNPO2,YWHAG,MYL1,RAB1B,GLS,TALDO1,SRSF7,MDH2,DLST,CAPRIN1,CTNNB1,RPS26,STOML2,SFPQ,XRCC6,MAP4,CALD1,SNX6,APOA2,COPA,TPM3,S100A4,SNX27,PFDN4,CMPK1,AK1,RPL10A,RPL11,BAG6,UCHL3,CKAP4,PRDX4,TMSB4X,XRCC5,NUCB1,ARPC1B,ATP5J,SEPT9,GPX1,KLC1,RPL30,SOD2,PRKCSH,CIRBP,TRAPPC3,PDLIM5
GO Component	GO:0005615	Extracellular space	33	3195	0.45	9.32e-07	9606.ENSP00000223095,9606.ENSP00000236671,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000251453,9606.ENSP00000262027,9606.ENSP00000273398,9606.ENSP00000276390,9606.ENSP00000295927,9606.ENSP00000303057,9606.ENSP00000306330,9606.ENSP00000310226,9606.ENSP00000321259,9606.ENSP00000325905,9606.ENSP00000327070,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000356969,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000357705,9606.ENSP00000360939,9606.ENSP00000362271,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000367265,9606.ENSP00000368646,9606.ENSP00000385923,9606.ENSP00000389631,9606.ENSP00000389649,9606.ENSP00000428085,9606.ENSP00000446252	SERPINE1,CTSD,PHPT1,NEDD8,RPS16,MARS,ATP6V1A,ATP6V1B2,PTX3,PPIC,YWHAG,RAB1B,TALDO1,SRSF7,MDH2,CTNNB1,RPS26,APOA2,COPA,TPM3,S100A4,CMPK1,AK1,RPL10A,RPL11,BAG6,CKAP4,PRDX4,NUCB1,ARPC1B,ATP5J,RPL30,SOD2
GO Component	GO:0042788	Polysomal ribosome	6	32	1.71	9.32e-07	9606.ENSP00000225388,9606.ENSP00000262584,9606.ENSP00000348849,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000428085	NUFIP2,RPL8,RPS26,RPL10A,RPL11,RPL30
GO Component	GO:0043229	Intracellular organelle	67	12528	0.16	1.67e-06	9606.ENSP00000215071,9606.ENSP00000215793,9606.ENSP00000222673,9606.ENSP00000223095,9606.ENSP00000223136,9606.ENSP00000225388,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000250495,9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000261973,9606.ENSP00000262027,9606.ENSP00000262584,9606.ENSP00000264954,9606.ENSP00000265069,9606.ENSP00000273398,9606.ENSP00000276079,9606.ENSP00000276390,9606.ENSP00000285093,9606.ENSP00000295927,9606.ENSP00000298510,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000307280,9606.ENSP00000310226,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000325905,9606.ENSP00000327070,9606.ENSP00000335304,9606.ENSP00000340329,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000348886,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000354826,9606.ENSP00000355217,9606.ENSP00000356969,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000357705,9606.ENSP00000357836,9606.ENSP00000360473,9606.ENSP00000360939,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000368646,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389631,9606.ENSP00000389649,9606.ENSP00000391249,9606.ENSP00000407375,9606.ENSP00000414982,9606.ENSP00000428085,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897,9606.ENSP00000480332,9606.ENSP00000480359	PSMD8,SF3A1,OGDH,SERPINE1,FIS1,NUFIP2,CTSD,LRP1,NEDD8,RPS16,TRIM28,RBM25,MARS,RPL8,GRPEL1,ZFR,ATP6V1A,NONO,ATP6V1B2,ACAA2,PTX3,PRDX3,SYNPO2,YWHAG,MYL1,RAB1B,GLS,TALDO1,SRSF7,MDH2,DLST,CAPRIN1,CTNNB1,RPS26,STOML2,SFPQ,XRCC6,MAP4,CALD1,SNX6,APOA2,COPA,TPM3,S100A4,SNX27,PFDN4,CMPK1,RPL10A,RPL11,BAG6,UCHL3,CKAP4,PRDX4,TMSB4X,XRCC5,NUCB1,ARPC1B,ATP5J,SEPT9,GPX1,KLC1,RPL30,SOD2,PRKCSH,CIRBP,TRAPPC3,PDLIM5
GO Component	GO:0032991	Protein-containing complex	41	5073	0.34	3.80e-06	9606.ENSP00000215071,9606.ENSP00000215793,9606.ENSP00000222673,9606.ENSP00000223136,9606.ENSP00000225388,9606.ENSP00000243077,9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000262027,9606.ENSP00000262584,9606.ENSP00000264954,9606.ENSP00000273398,9606.ENSP00000276079,9606.ENSP00000276390,9606.ENSP00000298510,9606.ENSP00000306015,9606.ENSP00000307280,9606.ENSP00000335304,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000353375,9606.ENSP00000355217,9606.ENSP00000356969,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000360473,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000375978,9606.ENSP00000389631,9606.ENSP00000389649,9606.ENSP00000391249,9606.ENSP00000414982,9606.ENSP00000428085,9606.ENSP00000466134,9606.ENSP00000466897,9606.ENSP00000480332,9606.ENSP00000480359	PSMD8,SF3A1,OGDH,FIS1,NUFIP2,LRP1,RPS16,TRIM28,MARS,RPL8,GRPEL1,ATP6V1A,NONO,ATP6V1B2,PRDX3,SYNPO2,MYL1,DLST,CTNNB1,RPS26,SFPQ,XRCC6,MAP4,SNX6,APOA2,COPA,TPM3,PFDN4,RPL10A,RPL11,BAG6,XRCC5,ARPC1B,ATP5J,SEPT9,KLC1,RPL30,PRKCSH,CIRBP,TRAPPC3,PDLIM5
GO Component	GO:0005576	Extracellular region	36	4166	0.37	9.87e-06	9606.ENSP00000223095,9606.ENSP00000236671,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000251453,9606.ENSP00000262027,9606.ENSP00000273398,9606.ENSP00000276390,9606.ENSP00000295927,9606.ENSP00000303057,9606.ENSP00000306330,9606.ENSP00000310226,9606.ENSP00000321259,9606.ENSP00000325905,9606.ENSP00000327070,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000352257,9606.ENSP00000356969,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000357705,9606.ENSP00000360939,9606.ENSP00000362271,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000367265,9606.ENSP00000368646,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389631,9606.ENSP00000389649,9606.ENSP00000428085,9606.ENSP00000446252	SERPINE1,CTSD,PHPT1,NEDD8,RPS16,MARS,ATP6V1A,ATP6V1B2,PTX3,PPIC,YWHAG,RAB1B,TALDO1,SRSF7,MDH2,CTNNB1,RPS26,XRCC6,APOA2,COPA,TPM3,S100A4,CMPK1,AK1,RPL10A,RPL11,BAG6,CKAP4,PRDX4,TMSB4X,XRCC5,NUCB1,ARPC1B,ATP5J,RPL30,SOD2
GO Component	GO:0022626	Cytosolic ribosome	6	97	1.23	0.00021	9606.ENSP00000251453,9606.ENSP00000262584,9606.ENSP00000348849,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000428085	RPS16,RPL8,RPS26,RPL10A,RPL11,RPL30
GO Component	GO:0070013	Intracellular organelle lumen	41	5857	0.28	0.00021	9606.ENSP00000215071,9606.ENSP00000215793,9606.ENSP00000222673,9606.ENSP00000223095,9606.ENSP00000225388,9606.ENSP00000236671,9606.ENSP00000250495,9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000261973,9606.ENSP00000262027,9606.ENSP00000264954,9606.ENSP00000276079,9606.ENSP00000285093,9606.ENSP00000295927,9606.ENSP00000298510,9606.ENSP00000306015,9606.ENSP00000317379,9606.ENSP00000325905,9606.ENSP00000327070,9606.ENSP00000335304,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000348886,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000356969,9606.ENSP00000357836,9606.ENSP00000360939,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000368646,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000407375,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897	PSMD8,SF3A1,OGDH,SERPINE1,NUFIP2,CTSD,NEDD8,RPS16,TRIM28,RBM25,MARS,GRPEL1,NONO,ACAA2,PTX3,PRDX3,SYNPO2,GLS,SRSF7,MDH2,DLST,CTNNB1,RPS26,STOML2,SFPQ,XRCC6,APOA2,SNX27,CMPK1,RPL11,BAG6,UCHL3,CKAP4,PRDX4,TMSB4X,XRCC5,NUCB1,GPX1,SOD2,PRKCSH,CIRBP
GO Component	GO:0043227	Membrane-bounded organelle	63	12427	0.14	0.00045	9606.ENSP00000215071,9606.ENSP00000215793,9606.ENSP00000222673,9606.ENSP00000223095,9606.ENSP00000223136,9606.ENSP00000225388,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000247665,9606.ENSP00000250495,9606.ENSP00000251453,9606.ENSP00000253024,9606.ENSP00000261973,9606.ENSP00000262027,9606.ENSP00000264954,9606.ENSP00000265069,9606.ENSP00000273398,9606.ENSP00000276079,9606.ENSP00000276390,9606.ENSP00000285093,9606.ENSP00000295927,9606.ENSP00000298510,9606.ENSP00000303057,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000310226,9606.ENSP00000317379,9606.ENSP00000321259,9606.ENSP00000325905,9606.ENSP00000327070,9606.ENSP00000335304,9606.ENSP00000344456,9606.ENSP00000348849,9606.ENSP00000348886,9606.ENSP00000349748,9606.ENSP00000352257,9606.ENSP00000355217,9606.ENSP00000356969,9606.ENSP00000357048,9606.ENSP00000357516,9606.ENSP00000357705,9606.ENSP00000357836,9606.ENSP00000360473,9606.ENSP00000360939,9606.ENSP00000362271,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000365131,9606.ENSP00000366819,9606.ENSP00000367265,9606.ENSP00000368646,9606.ENSP00000370010,9606.ENSP00000375978,9606.ENSP00000385923,9606.ENSP00000389631,9606.ENSP00000389649,9606.ENSP00000407375,9606.ENSP00000414982,9606.ENSP00000428085,9606.ENSP00000446252,9606.ENSP00000466134,9606.ENSP00000466897,9606.ENSP00000480332	PSMD8,SF3A1,OGDH,SERPINE1,FIS1,NUFIP2,CTSD,LRP1,PHPT1,NEDD8,RPS16,TRIM28,RBM25,MARS,GRPEL1,ZFR,ATP6V1A,NONO,ATP6V1B2,ACAA2,PTX3,PRDX3,PPIC,SYNPO2,YWHAG,RAB1B,GLS,TALDO1,SRSF7,MDH2,DLST,CTNNB1,RPS26,STOML2,SFPQ,XRCC6,SNX6,APOA2,COPA,TPM3,S100A4,SNX27,PFDN4,CMPK1,AK1,RPL10A,RPL11,BAG6,UCHL3,CKAP4,PRDX4,TMSB4X,XRCC5,NUCB1,ARPC1B,ATP5J,GPX1,KLC1,RPL30,SOD2,PRKCSH,CIRBP,TRAPPC3
GO Component	GO:0005840	Ribosome	7	213	0.95	0.0014	9606.ENSP00000225388,9606.ENSP00000251453,9606.ENSP00000262584,9606.ENSP00000348849,9606.ENSP00000363018,9606.ENSP00000363676,9606.ENSP00000428085	NUFIP2,RPS16,RPL8,RPS26,RPL10A,RPL11,RPL30
GO Component	GO:0005925	Focal adhesion	9	405	0.78	0.0016	9606.ENSP00000243077,9606.ENSP00000251453,9606.ENSP00000262584,9606.ENSP00000306015,9606.ENSP00000306330,9606.ENSP00000344456,9606.ENSP00000363018,9606.ENSP00000389631,9606.ENSP00000428085	LRP1,RPS16,RPL8,SYNPO2,YWHAG,CTNNB1,RPL10A,ARPC1B,RPL30
